697,89000
812,144500
1237,175500
1431,192140
911,154300
1050,84900
506,124500
1320,111000
1256,127500
406,150000
318,270000
184,200000
1121,118400
1352,171000
610,118500
627,139900
486,147000
279,415298
631,124000
21,325300
171,128500
902,153000
1040,80000
177,211000
328,145250
707,302000
1223,143000
471,212000
1343,228500
267,185000
616,137500
131,226000
866,148500
1404,282922
1348,283463
490,86000
607,152000
1218,229456
1165,194000
417,149500
153,190000
890,149500
850,187000
280,192000
1035,119750
270,148000
97,214000
211,98000
570,135960
1411,230000
872,200500
533,107500
1408,112000
1357,110000
1100,157000
713,189000
78,127000
264,130000
1456,175000
150,115000
470,187000
565,268000
462,155000
1278,197900
897,106500
1346,108500
696,176000
1176,285000
929,236500
1327,79000
1215,134500
587,130000
1373,274300
244,120000
1112,205000
752,162000
1393,123000
1313,302000
649,155000
1191,168000
596,319000
314,375000
934,190000
156,79000
1381,58500
1304,232000
1151,124000
1000,206000
1047,556581
1307,202500
1392,124000
26,256300
197,311872
1089,137500
16,132000
1322,72500
884,118500
622,240000
1361,189000
1051,176485
1068,167900
498,184000
793,269790
965,214900
516,402861
1426,142000
1412,140000
1096,176432
543,213250
457,98000
634,139400
432,79900
628,153000
729,110000
1289,278000
210,145000
317,260000
514,134000
1338,52500
830,147400
320,187500
1032,197000
1418,340000
142,260000
1111,188000
754,275500
1002,86000
1240,265900
581,181900
563,108000
399,67000
669,168000
253,173000
908,250000
469,250000
915,173733
358,134000
1279,237000
1301,225000
1203,117000
1306,325000
1415,207000
509,161000
750,98000
130,150000
145,125000
961,116500
848,133500
716,165000
906,128000
1097,127000
236,89500
1062,81000
